"NIC" "TEX" "HOU" "FUE" "FOO" "ALC" "TOB" "CLO" "DUR" "TRA" "SER" "OGM" "AGE" "OCC" "ECP" "NOP" "NGW"
"5186" 37.517 36.451 3.759 3.202 6.202 7.16 1.498 0 0.125 1.31 0.754 12.441 29 7 2 4 53.64
"5187" 48.361 51.413 4.17 0.951 11.269 0.3 2.82 10.815 6.008 11.827 0.314 2.939 22 8 2 4 49.24
"5188" 17.863 17.898 0.148 2.709 8.172 0.28 3.04 0.435 0.077 0.14 1.816 1.081 62 7 1 1 0
"5189" 57.275 62.658 4.638 3.602 21.626 9.565 1.755 3.515 12.347 2.502 0.815 2.293 37 7 2 4 70.341
"5190" 18.603 14.177 4.278 0.87 7.839 0 0 0 0.115 0.12 0.49 0.465 73 10 6 1 0
"5191" 42.338 89.686 0.33 20.987 19.928 6.385 8.74 3.39 0 15.952 8.486 5.488 32 7 4 3 35.04
"5192" 47.673 37.512 2.558 2.077 17.797 2.02 0 0 0.615 3.018 7.427 2 53 2 2 2 53.423
"5193" 14.877 8.397 0.154 1.273 3.975 0 0 0 0 0.145 2.255 0.595 74 11 8 1 0
"5194" 74.391 34.815 2.236 2.708 9.38 0 0 3 0.058 14.267 1.753 1.413 74 8 3 3 75.564
"5195" 36.354 35.56 1.932 3.162 13.29 0 2.365 8.5 0.058 3.17 2.223 0.86 76 7 3 2 7
"5196" 70.013 87.101 5.344 4.048 15.366 4.23 4.694 23.759 8.817 5.966 4.076 10.801 42 7 2 6 86.56
"5197" 74.523 46.249 5.421 3.765 10.163 0.2 0.825 4.81 2.242 13.366 0.274 5.183 78 10 6 3 61.962
"5198" 91.267 112.14 5.421 3.084 30.711 10.4 12.22 6.56 0.567 26.119 8.137 8.921 55 8 3 4 107.1
"5199" 45.003 45.832 5.328 2.273 23.002 0 0 0.995 0.316 10.036 2.254 1.628 47 6 2 5 56.08
"5200" 58.161 47.062 5.069 2.42 18.8 3.235 0 0.955 0.603 9.866 1.589 4.525 45 6 2 3 81.38
"5201" 44.742 18.593 5.101 1.642 8.717 0 0 0 0.25 0.54 1.98 0.363 71 10 6 1 0
"5202" 36.298 28.313 2.5 0.941 6.291 4.65 1.56 2.165 0.115 6.586 1.155 2.35 26 7 2 3 46.283
"5203" 78.996 31.418 8.338 3.554 12.154 0.57 0 0 0.367 0 5.11 1.325 76 10 6 2 0
"5204" 151.39 67.212 14.581 4.496 14.239 0 5.136 4.74 0.485 5.945 14.315 3.275 57 1 1 2 10
"5205" 87.686 86.72 25.959 3 20.09 2.4 7.495 10.785 0.194 12.019 3.357 1.421 33 1 2 4 101.883
"5206" 124.187 213.208 8.63 3.44 30.281 25.775 0.451 4.715 3.539 24.392 109.355 2.63 50 6 2 3 181.036
"5207" 42.135 74.457 7.565 3.281 10.828 1.105 10.121 3.245 4.439 11.955 14.596 7.322 57 6 2 2 60.04
"5208" 23.823 17.852 1.24 2.622 12.75 0 0 0 0.096 0 0.154 0.99 77 10 6 2 0
"5209" 64.747 89.674 8.53 5.077 24.728 0.125 7.255 8.26 6.891 15.007 3.295 10.506 47 2 1 5 37.26
"5210" 84.917 57.244 8.278 2.518 16.87 4.51 0 0 5.751 9.093 7.249 2.975 26 6 2 2 109.03
"5211" 153.936 144.136 16.964 7 39.135 14.975 6.183 5.245 0.548 21.033 25.678 7.375 65 1 1 3 63.461
"5212" 110.979 42.168 12.148 3.361 8.122 1.98 1.56 4.411 1.037 7.082 1.487 0.98 77 10 6 3 38.84
"5213" 42.161 42.202 2.133 3.337 13.791 1.15 3.613 2.58 0.561 6.369 4.699 3.969 72 11 8 2 47.31
"5214" 40.071 45.41 5.16 2.088 9.13 8.035 4.125 0 0.029 8.746 4.332 3.765 53 6 2 1 77.476
"5215" 20.678 20.167 0.442 2.659 9.271 0 1.72 0.375 0.285 2.695 0.965 1.755 64 6 3 1 4
"5216" 19.92 14.338 1.09 1.957 5.501 0 0 0 0.096 0 3.364 2.33 74 11 8 1 0
"5217" 168.339 203.979 11.146 4.239 30.556 17.88 17.575 30.946 25.778 47.698 10.575 7.586 50 7 2 4 168.713
"5218" 132.872 81.935 10.207 5.103 16.487 1.895 5.065 0.32 0.652 16.436 19.821 5.949 44 2 2 4 170.754
"5219" 132.149 79.92 12.667 4.401 29.259 5.183 0 0 0.285 12.123 11.679 4.323 48 4 2 3 111.227
"5220" 30.467 33.398 6.136 2.875 10.919 0 0 1.765 2.031 1.41 4.409 3.853 76 11 8 1 0
"5221" 51.505 38.581 5.52 3.605 17.361 0.405 3.01 2.1 0.431 1.145 0.339 4.665 49 6 2 3 71.582
"5222" 23.746 15.283 2.36 0.344 4.902 0.945 2.908 0 0.029 3.281 0.154 0.36 70 8 3 1 7
"5223" 57.822 43.3 6.069 4.785 9.891 3.74 5.869 0 0.077 8.498 2.171 2.2 60 7 2 2 71.21
"5224" 14.9 10.874 0 0.755 3.332 0 3.655 0.22 0.868 0 1.054 0.99 59 11 9 1 0
"5225" 19.585 21.861 7.45 1.24 7.033 0 2.795 1.19 0 0.3 0.697 1.156 22 11 9 2 0
"5226" 79.246 50.716 7.183 1.765 13.378 2.205 0 9.695 0.253 8.086 3.538 4.613 44 6 2 3 87.356
"5227" 59.913 164.905 9.098 2.015 15.613 0.09 1.797 1.525 2.062 128.106 2.493 2.106 32 4 2 5 64.915
"5228" 77.594 60.912 8.361 3.923 16.42 0.46 2.359 1.995 0.565 16.242 6.514 4.073 43 1 2 3 98.191
"5229" 110.625 94.359 10.599 5.527 17.646 3.49 2.148 6.84 19.591 17.266 6.966 4.286 36 3 2 5 88.94
"5230" 106.84 76.998 9.034 4.83 14.25 5.91 3.03 13.12 10.113 10.009 3.391 3.311 34 6 2 5 118.332
"5231" 60.566 116.921 7.276 3.992 15.528 6.78 0 4.445 7.481 50.864 10.237 10.318 34 9 2 4 72.32
"5232" 81.389 82.82 8.873 4.154 29.829 0.45 0 12.773 6.266 8.09 5.483 6.902 41 3 3 5 98.992
"5233" 98.792 63.904 7.958 1.207 15.527 11.635 5.955 2.16 0.096 10.895 5.628 2.843 38 2 2 3 120.461
"5234" 81.389 64.066 9.68 1.959 11.026 0.765 0 19.38 0.525 12.992 4.093 3.646 31 6 2 3 90.186
"5235" 57.232 48.524 6.904 3.79 8.964 3.55 4.293 0.55 3.35 11.27 1.478 4.375 37 6 2 2 69.515
"5236" 47.4 20.68 5.308 0.9 6.228 0.705 2.695 0.325 0 2.169 1.065 1.285 19 6 2 3 55.6
"5237" 51.339 30.682 4.985 5.428 11.228 0 0 0 0.096 4.409 1.831 2.705 62 8 2 2 48.6
"5238" 78.272 73.078 5.908 5.75 28.003 2.35 0 5.865 3.745 2.175 16.064 3.218 44 6 2 5 79.7
"5239" 16.37 8.101 1.07 2.752 4.199 0 0 0 0 0 0 0.08 77 11 8 1 0
"5240" 26.288 32.019 1.11 3.008 13.111 5 1.82 1.44 0.921 1.03 2.779 1.8 71 10 6 2 0
"5241" 62.96 25.958 4.708 1.613 12.802 0 0 0 0.115 3.368 1.589 1.763 56 1 2 2 84.706
"5242" 92.148 68.459 12.935 2.829 19.327 0 2.588 7.115 11.949 7.874 2.244 1.598 63 7 2 3 131.47
"5243" 77.462 84.456 5.4 1.971 17.032 10.135 5.61 12.35 12.585 12.752 2.472 4.149 24 6 2 2 112.82
"5244" 129.29 91.877 6.925 4.056 26.454 0.23 4.249 1.26 3.406 32.923 4.89 7.484 46 7 4 6 173.84
"5245" 108.395 92.939 23.338 4.417 19.757 5.2 0 4.865 7.426 15.865 4.503 7.568 34 2 2 5 122.948
"5246" 74.398 78.083 11.054 2.169 19.357 0 3.856 4.76 16.933 8.866 5.877 5.211 37 6 2 4 80.9
"5247" 50.618 53.836 3.868 4.102 12.221 0 0 4.86 0.115 23.645 1.803 3.222 26 1 2 4 60.836
"5248" 21.979 23.315 3.794 2.733 8.027 0 0 0.47 0.096 0.65 4.072 3.473 64 10 6 1 0
"5249" 58.658 36.845 8.92 2.867 13.026 3.84 2.49 0 0.367 0.18 1.967 3.188 64 6 2 2 69.54
"5250" 19.684 8.95 0.153 1.68 4.991 0 0 0.1 0.415 0 0.803 0.808 76 10 6 1 0
"5251" 72.508 58.955 8.235 3.231 13.238 4.76 0 0 0.12 16.668 2.892 9.811 34 3 2 1 96.345
"5252" 111.599 58.449 9.083 3.831 13.115 5.4 1.908 2.265 1.442 9.931 7.981 3.493 56 1 2 2 150.521
"5253" 52.051 62.947 22.202 2.985 12.38 0.088 0 6.325 0.083 5.442 1.499 11.943 30 4 2 3 59.711
"5254" 25.48 25.837 1.362 1.146 10.013 3.775 0.14 1.465 2.699 3.047 0.135 2.055 78 10 6 2 0
"5255" 100.296 110.015 6.43 2.022 25.635 0.715 10.026 20.07 17.199 14.781 9.809 3.328 44 1 2 4 127.653
"5256" 50.92 43.304 5.75 3.84 14.168 1.5 6.248 2.76 1.185 1.445 4.173 2.235 44 6 2 5 58.11
"5257" 15.322 8.778 1.327 1.487 3.914 0 0 0 0.058 0.58 0.977 0.435 78 10 6 1 0
"5258" 34.524 30.346 5.93 1.64 16.18 1.35 1.512 0 0 1.05 0.744 1.94 59 6 10 2 5
"5259" 47.473 53.902 5.69 11.76 16.923 1.75 4.858 2.625 0.124 7.843 1.056 1.273 41 6 2 4 59.71
"5260" 98.085 63.5 6.185 4.319 15.808 10.375 10.351 3.425 3.215 2.82 4.812 2.19 52 7 2 4 134.635
"5261" 59.53 61.448 6.59 1.888 12.561 0.14 2.406 3.25 0.119 24.111 7.968 2.415 66 10 6 2 0
"5262" 43.83 25.544 5.11 6.623 8.441 0.805 0 1.275 0.4 0 0.529 2.361 89 10 6 2 36.55
"5263" 51.869 39.74 3.23 3.809 14.226 0 0 4.173 6.238 2.19 3.421 2.453 47 7 3 2 30.665
"5264" 28.44 19.791 5.26 1.625 8.438 0 2.637 0 0.07 0 1.271 0.49 82 10 6 2 0
"5265" 40.21 27.985 6.108 0.672 8.942 6.185 0.095 0.85 0 2.695 1.302 1.136 56 6 2 1 61.21
"5266" 20.47 29.684 6.205 2.042 5.129 0 0 0 15 0 0.154 1.154 71 10 6 1 0
"5267" 73.54 85.042 18.724 3.923 18.889 1.5 4.586 1.05 23.815 5.142 5.248 2.165 32 6 4 4 95.92
"5268" 103.436 149.239 7.578 2.712 22.783 19.165 6.035 5.9 4.216 50.307 25.712 4.831 53 7 2 3 145.559
"5269" 21.18 23.998 6.561 2.58 10.164 0 0 1.75 0.058 0.03 0.485 2.37 82 10 6 1 0
"5270" 69.796 51.658 7.574 1.79 16.307 10.11 1.86 0 0.077 6.07 4.27 3.6 35 6 2 3 84.897
"5271" 19.78 13.047 5.538 0.462 6.178 0 0 0 0 0.02 0.154 0.695 67 10 6 1 0
"5272" 86.76 92.533 16.768 1.398 21.212 26.53 9.28 0 2.742 4.81 7.735 2.058 42 6 2 3 107.133
"5273" 21.08 26.035 11.561 1.038 5.471 0 0 4.745 0.058 0.615 1.151 1.396 83 11 8 1 0
"5274" 20.82 14.954 6.561 1.682 5.139 0 0 0 0.077 0 0.647 0.848 62 11 8 1 0
"5275" 50.132 42.493 2.199 1.256 15.588 0.075 3.108 0.195 7.292 4.076 5.134 3.57 47 7 2 3 55.058
"5276" 97.615 84.106 11.403 2.425 22.507 0 2.258 12.59 8.042 8.923 9.605 6.353 48 2 2 5 110.835
"5277" 23.903 32.365 8.711 1.685 9.168 0 0 0 0 9.619 1.927 1.255 71 10 6 1 0
"5278" 80.86 41.593 9.721 1.066 11.497 0 3.614 5.99 0.683 4.5 2.027 2.495 63 6 2 2 106.745
"5279" 18.16 60.573 12 1 25.964 1.65 4.085 0 0 2.249 10.455 3.17 25 4 2 1 23
"5280" 22.512 24.891 6 0.64 8.281 0 0.4 1.39 0.058 0.155 3.482 4.485 78 10 6 1 0
"5281" 27.024 21.996 1.653 1.168 6.87 0 0 0.15 5.627 0.145 5.838 0.545 74 10 6 2 0
"5282" 44.961 37.923 5.006 1.629 15.041 0.665 5.328 1.825 0.085 4.598 1.258 2.488 62 7 2 2 49
"5283" 25.137 34.427 3.275 3.346 10.984 0.095 1.744 2.9 4.781 2.13 3.306 1.866 48 5 3 1 15.16
"5284" 70.262 55.3 4.587 2.305 13.243 8.345 2.05 1.745 0.856 10.31 3.844 8.015 65 10 6 3 89.02
"5285" 57.176 132.895 6.461 5.385 27.413 20.14 0.38 14.95 3.103 44.145 5.211 5.707 23 6 2 3 88.85
"5286" 21.793 23.403 5.742 1.331 5.831 0 3.01 0 1.635 1.785 3.279 0.79 67 10 6 1 0
"5287" 97.476 97.435 5.43 2.406 22.111 4.515 1.945 15.245 7.615 28.84 5.647 3.681 39 6 2 5 124.71
"5288" 92.156 33.587 6 1.971 6.969 4.55 3.908 0 0 0.9 8.114 1.175 56 1 2 1 116.252
"5289" 101.856 103.41 7.175 2.405 26.902 0 0 14.774 7.539 16.274 12.096 16.245 54 6 2 3 159.356
"5290" 39.24 26.931 5.48 2.38 6.131 0 0 6.99 0.279 1.65 3.366 0.655 56 6 2 1 51.99
"5291" 21.023 24.141 5.339 2.307 6.22 0 0 1 0.077 0 8.738 0.46 77 11 8 1 0
"5292" 125.875 72.598 5.58 3.054 11.009 13.88 5.315 12.75 0.09 4.034 13.253 3.633 42 7 2 3 149.369
"5293" 61.312 31.118 7.213 1.008 10.803 3.15 5.115 0 0.05 0.69 1.604 1.485 24 6 10 4 23.75
"5294" 66.804 36.71 7.781 3.656 13.778 0 0 0 0.096 6.787 1.441 3.171 76 10 6 2 0
"5295" 46.134 63.857 8.133 2.51 26.338 4.78 4.475 1.9 0.577 9.335 2.649 3.16 54 7 2 2 66.423
"5296" 133.083 81.118 6.818 2.233 22.72 0.48 7.485 9.38 2.558 15.799 7.2 6.445 52 6 10 4 194.7
"5297" 28.142 21.063 6.275 0.765 5.697 0 0 0.625 2.207 3.187 1.302 1.005 61 7 3 1 23.207
"5298" 22.929 25.159 0.992 3.486 10.446 0 2.345 0.92 0.058 2.72 2.373 1.819 69 10 6 2 0
"5299" 68.538 67.144 7.15 2.802 21.013 10.7 7.425 1.733 1.67 3.799 7.149 3.703 50 6 2 4 85.711
"5300" 64.015 58.991 7.32 2.182 17.973 6.098 4.687 4.751 4.365 6 1.904 3.711 35 6 2 4 70.541
"5301" 49.31 47.997 6.48 2.348 12.666 0 0 5.022 2.746 2.957 7.043 8.735 32 1 10 3 0
"5302" 49.245 45.14 6.323 1.497 15.472 0.19 5.492 0.855 0.366 5.764 4.065 5.116 44 2 2 4 67.638
"5303" 75.884 53.865 6.6 1.566 12.366 5.945 8.776 9.262 0.077 3.76 2.022 3.491 63 6 10 2 119.07
"5304" 25.567 20 0.835 1.991 9.329 0.36 2.386 0 0.632 1.73 1.39 1.347 80 10 6 2 0
"5305" 72.996 121.659 6.227 3.258 19.698 0.34 3 14.47 5.417 44.386 18.345 6.518 55 4 2 3 77.826
"5306" 110.43 71.858 6.14 1.322 32.29 3.505 3.442 3.275 6.92 2.9 8.043 4.021 51 7 3 3 92.114
"5307" 68.45 63.806 6.085 4.18 26.702 3.69 2.315 7.44 3.187 4.365 3.593 2.249 42 7 2 6 76.14
"5308" 79.633 75.258 5.3 3.973 22.241 0.46 5.288 8.245 1.051 15.642 5.859 7.199 46 7 4 7 85.6
"5309" 93.28 84.167 20.86 4.33 23.931 7.99 0.425 3.5 5.228 2.299 13.319 2.285 25 6 2 4 72.13
"5310" 126.968 183.694 12.2 4.188 38.867 0.13 2.795 12.535 2.315 95.851 3.055 11.758 40 6 2 8 164.334
"5311" 75.48 48.784 5.705 3.04 10.547 2.37 5.443 0.595 0.144 14.194 5.455 1.291 37 6 2 3 92.3
"5312" 44.144 51.396 6.31 2.79 14.212 2.25 5.591 4.88 3.723 2.57 2.301 6.769 24 6 2 3 67.15
"5313" 131.093 256.299 5.953 3.958 50.076 6.125 0.445 5.96 165.994 2.769 9.934 5.085 51 8 2 5 174.903
"5314" 19.29 12.857 4.881 0.348 4.419 0 0.598 0.17 0 0.15 1.851 0.44 51 11 9 1 0
"5315" 69.319 104.171 5.768 1.877 22.723 16.085 3.175 12.948 0.417 28.717 5.746 6.715 32 7 2 4 72.8
"5316" 69.175 31.516 5.17 2.362 10.098 0 0 4.35 0.256 0.155 5.897 3.228 76 11 8 2 76.155
"5317" 63.357 71.519 4.49 3.3 23.607 1.18 5.41 13.995 2.687 9.285 2.229 5.336 71 10 6 3 76
"5318" 17.7 19.277 3.623 4.686 7.39 0 0 0 1.053 0 0.7 1.825 71 11 8 1 0
"5319" 111.311 102.1 4.91 6.314 30.7 12.308 4.571 22.72 0.185 6.885 10.224 3.283 61 7 2 3 147.418
"5320" 21.33 19.325 0.327 2.661 6.309 0 5.218 0.91 0.15 0.12 1.44 2.19 75 10 6 2 0
"5321" 116.611 88.276 8.393 8.324 22.426 0 0 10.245 0.308 29.649 6.516 2.415 36 1 1 5 0
"5322" 43.68 40.477 5.31 6.093 14.01 4.965 3.01 2.42 0 1.96 0.811 1.898 65 11 8 3 0
"5323" 131.598 95.844 7.527 7.647 29.321 9.14 2.89 5.47 2.115 20.444 5.76 5.53 38 7 1 7 0
"5324" 171.163 1403.967 41.241 1.595 24.062 9.33 5.158 12.137 495.716 45.686 753.962 15.08 42 6 2 2 265.35
"5325" 27.158 21.865 3.677 2.778 8.762 0 2.154 1.995 0.038 0.12 0.89 1.451 71 10 6 2 0
"5326" 25.454 17.955 0.445 1.829 8.45 0.92 3.18 0 0 0 1.546 1.585 71 10 6 2 0
"5327" 25.53 31.652 4.6 0.706 13.62 0.12 2.73 3.48 1.207 1.365 2.026 1.798 74 10 6 2 0
"5328" 93.57 95.377 11.552 4.082 24.774 15.455 10.184 0.725 2.704 5.875 10.472 9.554 52 8 2 4 100.6
"5329" 34.891 36.59 5.355 3.16 18.471 0 2.866 0 0.173 0.62 3.347 2.598 36 7 2 3 40.151
"5330" 40.13 34.636 6.435 3.553 7.693 0 1.725 0.13 0.152 8.701 3.691 2.556 45 1 3 2 25.87
"5331" 113.507 60.919 7.197 0.775 16.003 0 0 4.02 1.19 0.544 23.576 7.614 39 6 2 4 137.9
"5332" 96.413 63.867 5.815 1.192 15.133 8.4 2.763 5.495 0.457 5.594 14.705 4.313 44 7 2 2 123.074
"5333" 17.35 11.769 0.66 1.129 7.418 0 0 0 0.096 0.455 1.731 0.28 66 10 6 1 0
"5334" 33.186 61.875 13.116 27.802 10.048 0 0 0.545 1.503 1.835 4.216 2.81 70 4 3 1 4
"5335" 71.666 63.106 5.261 4.59 19.047 4.505 5.192 7.935 0.077 4.805 5.698 5.996 53 8 2 3 116.989
"5336" 33.16 31.868 1.9 1.868 8.555 0 0 15.95 0.346 0 1.656 1.593 80 10 6 2 0
"5337" 35.054 22.853 2.045 1.67 9.265 3.77 3.703 0 0.077 0.61 0.742 0.971 77 10 6 3 0
"5338" 109.032 78.761 7.387 4.244 20.717 4.655 5.48 6.48 1.034 6.071 5.842 16.851 48 6 2 4 142.723
"5339" 61.109 49.511 5.193 6.199 15.391 0.945 0 0 5.461 9.803 3.61 2.909 51 6 2 3 76.093
"5340" 120.693 56.639 8.679 2.448 14.317 0 0 0.555 1.902 21.321 4.087 3.33 54 1 2 3 158.812
"5341" 28.185 50.402 3.552 3.545 20.696 1.695 0.865 3.9 0.293 6.24 5.575 4.041 30 6 1 4 29
"5342" 74.454 48.25 6.588 4.496 13.004 2.98 0 1.8 9.125 3.077 5.062 2.118 85 11 8 3 0
"5343" 42.718 35.809 4.59 2.969 14.76 2.29 0 0 0.6 3.565 4.387 2.648 60 6 2 2 53.438
"5344" 41.089 54.662 4.996 2.122 8.443 1.455 1.935 0 0 30.911 3.35 1.45 54 7 2 1 44.73
"5345" 20.351 20.4 4.253 1.514 5.675 2.7 2.96 0.625 0.243 0 1.92 0.51 68 11 8 1 0
"5346" 75.249 44.104 6.341 3.24 22.569 0.495 0 0 0.327 1.96 3.772 5.4 35 1 2 4 94.212
"5347" 13.649 13.554 2.951 2.825 5.32 0 0 0.375 0.875 0.165 0.59 0.453 73 11 8 1 0
"5348" 48.745 88.24 15.855 21.963 18.605 0 4.25 11.885 5.465 0.74 3.077 6.4 40 11 9 3 0
"5349" 42.178 45.965 5.72 3.23 16.674 0.57 1.946 0 0.096 0.096 13.915 3.718 61 7 2 2 50.93
"5350" 21.363 22.872 0.185 4.461 12.457 0 0 0.5 0.077 0.49 2.354 2.348 74 10 6 2 0
"5351" 48.071 41.8 7.873 3.838 16.651 0.63 2.002 1.525 1.401 1.266 1.393 5.221 26 6 2 3 54
"5352" 101.34 119.145 5.96 4.835 26.363 3.425 9.52 17.204 31.841 4.86 6.502 8.635 44 6 2 3 130.152
"5353" 40.289 107.75 12.334 23.204 29.614 5.835 2.9 3.175 4.75 3.752 9.668 12.518 53 4 4 1 52.485
"5354" 67.308 100.2 9.034 2.173 18.198 11.63 4.5 6.58 2.075 38.292 2.941 4.777 51 8 2 2 73.73
"5355" 20.9 16.041 7.13 2.884 4.416 0 0 0 0.055 0 0.865 0.691 69 11 8 1 0
"5356" 36.21 38.21 4.44 2.09 12.598 1.098 0 11.76 1.116 1.329 1.504 2.275 66 7 3 2 17.096
"5357" 47.691 46.082 7.73 1.769 19.685 3.545 0 0 2.196 2.66 5.788 2.709 58 6 2 2 75.12
"5358" 53.877 72.921 5 2.681 19.266 7.585 3.003 7.785 3.495 4.549 2.744 16.813 64 6 2 2 74.982
"5359" 27.8 34.443 4.135 2.045 16.412 3.035 0.155 5.308 0.115 0 1.11 2.128 72 10 6 2 0
"5360" 90.442 60.658 7.885 3.368 21.995 0 1.605 5.457 0.077 2.964 14.075 3.232 38 6 2 5 111.112
"5361" 33.229 30.694 2.83 1.604 10.449 0.175 1.956 3.452 1.008 2.105 5.002 2.113 29 4 2 2 30
"5362" 44.97 41.723 2 1.024 15.735 6.316 4.81 7.41 1 0 0.885 2.543 21 6 2 3 57.52
"5363" 49.866 39.192 6.178 3.579 13.419 0.4 0 0.745 0.188 8.593 2.217 3.873 27 4 2 3 51.269
"5364" 25.591 24.685 4.101 1.301 5.005 0 4.73 5.293 0.715 0.1 0.923 2.517 54 6 3 1 11.212
"5365" 50.199 50.728 3.1 2.831 14.702 2.533 7.583 0 3.898 12.918 1.342 1.821 22 6 4 4 61.14
"5366" 63.996 62.927 5.971 7.994 15.464 1.47 3.963 4.355 2.054 3.784 8.114 9.758 28 6 2 5 83.89
"5367" 23.678 19.244 9.948 0.624 5.316 0.21 1.12 0 0.077 0 0.795 1.154 74 10 6 1 0
"5368" 38.297 22.565 3.212 1.415 10.46 0 3.36 0 2.157 0 0.875 1.086 74 5 3 2 9
"5369" 29.21 6.741 0.962 0.69 3.251 0 0 0.125 0.45 0 1.053 0.21 78 11 8 1 0
"5370" 20.73 24.41 6.902 1.133 6.24 0 0 1.315 0.722 0 4.99 3.108 72 10 6 1 0
"5371" 66.595 46.987 9.887 2.342 16.433 3.353 0.795 1.904 2.154 2.931 2.534 4.654 35 7 2 4 75.25
"5372" 21.132 12.066 6.116 0.743 3.583 0 0 0.245 0.058 0 0.587 0.734 62 11 8 1 0
"5373" 67.033 113.392 6.933 1.267 17.289 10.366 13.25 2.85 41.202 10.465 6.097 3.673 58 6 2 3 61.04
"5374" 38.177 39.716 2.86 2.635 13.188 6.165 5.824 0 0 4.047 2.481 2.516 23 6 10 3 0
"5375" 57.436 55.166 13.676 1.233 18.426 2.205 0.233 4.473 1.779 6.94 3.791 2.41 34 6 2 3 73.67
"5376" 34.053 39.832 7.033 2.834 14.112 1.535 2.705 0.145 1.964 0.6 0.784 8.12 46 8 2 3 60.06
"5377" 79.205 85.214 7.97 2.418 25.141 2.81 10.958 7.469 2.12 6.094 8.399 11.835 47 7 2 4 99.01
"5378" 47.769 36.848 7.6 1.305 10.92 3.27 6.24 0 0.038 1.455 5.12 0.9 63 7 2 1 55.76
"5379" 28.24 29.898 8.105 5.306 8.315 1.313 3.203 1.477 0.589 0 0.662 0.928 73 10 6 2 0
"5380" 81.35 71.887 6.255 4.417 13.821 15.364 7.44 6.916 4.542 0.6 3.628 8.904 44 7 2 2 161.96
"5381" 105.392 114.187 7.49 3.661 29.553 15.04 11.471 19.975 5.773 7.98 7.771 5.473 47 6 2 4 160.06
"5382" 142.501 135.801 13.285 5.525 48.353 7.875 3.892 21.575 1.962 21.916 3.513 7.905 45 6 2 5 221.07
"5383" 144.414 335.736 11.044 1.897 26.248 12.52 0.99 58.735 147.083 23.3 21.683 32.236 62 2 2 4 174.96
"5384" 44.281 71.196 18.182 0.365 10.663 0.86 0 8.895 17.703 0.045 6.348 8.135 71 10 6 1 0
"5385" 31.121 14.142 7.731 0.342 3.715 0.2 0 0 0.077 0 0.787 1.29 80 10 6 1 0
"5386" 36.037 33.488 3.98 4.52 10.265 0 0 0.445 0.717 4.295 8.057 1.209 73 10 6 2 0
"5387" 24.726 38.43 4.03 8.662 11.239 2.885 3.58 0 0.096 2.796 3.611 1.531 47 4 2 1 37.89
"5388" 107.178 65.845 4.026 2.505 12.866 5.25 0 4.605 9.103 20.871 4.006 2.613 27 6 2 2 152.522
"5389" 43.009 46.584 3.939 3.553 13.455 1.49 0.88 13.615 0 0.77 1.804 7.078 81 10 6 2 21.95
"5390" 133.863 122.917 8.331 0.769 15.383 21.54 2.685 12.905 8.274 7.658 22.714 22.658 38 6 2 4 121.05
"5391" 69.029 88.775 9.374 7.612 15.795 5.375 1.25 4.595 4.552 10.135 24.224 5.863 45 6 2 5 76
"5392" 146.208 154.215 15.762 4.215 41.491 17.26 0.53 25.34 2.752 16.832 24.11 5.923 48 6 2 3 194.689
"5393" 77.682 80.216 7.329 2.435 19.37 0 0 7.615 0.843 26.876 5.538 10.21 69 10 6 3 56.801
"5394" 81.747 78.389 12.18 6.752 14.578 5.503 5.212 0.045 0.195 22.163 5.374 6.387 37 1 4 4 84.596
"5395" 71.527 118.17 8.4 4.002 19.677 2.15 1.61 26.12 2.48 3.003 38.848 11.88 39 9 2 4 94.191
"5396" 118.839 88.09 11.5 3.811 18.289 5.15 2.76 0.22 14.163 12.484 2.805 16.908 45 1 2 4 142.39
"5397" 22.596 20.842 5.188 0.994 10.075 0 0 2.55 0.096 0.08 1.379 0.48 67 5 3 1 7.5
"5398" 76.653 63.993 12.26 1.841 15.405 2.225 1.295 9.925 1.419 0.24 12.463 6.92 59 2 2 2 99.922
"5399" 94.256 109.815 12.542 1.398 29.782 3.405 2.34 20.645 14.045 10.269 10.164 5.225 45 2 2 5 97.177
"5400" 64.423 59.462 7.469 2.217 16.927 1.935 1.023 8.835 2.058 9.931 5.162 3.905 56 1 2 2 77.468
"5401" 33.147 62.364 6.036 3.703 8.455 3.79 1.529 2.125 17.367 1.76 9.903 7.696 50 11 9 1 0
"5402" 69.861 62.861 4.015 3.21 20.594 2.2 1.035 6.545 0.231 6.172 6.622 12.237 34 2 2 4 88.673
"5403" 23.83 20.108 4.5 0.908 6.944 0 0 1.995 1.344 3.221 0.346 0.85 61 11 9 2 0
"5404" 44.938 57.579 5.97 0.984 17.872 1.063 1.41 12.08 8.179 0.179 4.978 4.864 62 6 2 3 66.765
"5405" 53.329 59.219 6.38 0.664 12.132 0.935 3.665 6.479 3 2.68 1.949 21.335 56 8 3 2 54.245
"5406" 61.85 54.009 2.25 2.375 14.793 9.146 2.69 1.985 7.855 3.526 2.641 6.748 26 6 2 2 82.3
"5407" 74.608 60.411 7.985 0.313 13.406 14.855 2.071 5.458 1.867 9.505 4.208 0.743 22 8 2 2 114.77
"5408" 30.297 25.531 3.639 1.312 8.092 0 3.365 3.625 0.202 0 4.246 1.05 76 10 6 2 0
"5409" 89.437 77.099 17.768 2.115 16.946 1.05 0 3.995 0.155 29.323 2.958 2.789 35 6 2 4 102.97
